name,PLD(A),LCD(A),surfacearea[m^2/g],Porosity,Density(gr/cm3),%C,%F,%H,%N,%O,%S,%Si
linker108_N_linker5_CH_ukk_relaxed_interp_3,8.56895,10.12273,3330.91,0.590503,0.563449,54.545455,0,39.393939,6.060606,0,0,0
linker108_N_linker5_CH_uon_relaxed_interp_3,11.7613,14.21522,3659.15,0.681364,0.51825,54.545455,0,39.393939,6.060606,0,0,0
linker108_N_linker53_CH_lvt_relaxed_interp_2,11.58601,13.31807,5773.67,0.779053,0.383152,51.162791,0,39.534884,9.302326,0,0,0
linker108_N_linker54_CH_tcb_relaxed,7.84437,9.70659,4464.6,0.795718,0.554373,54.285714,0,25.714286,11.428571,8.571429,0,0
linker108_N_linker57_CH_lvt_relaxed_interp_3,11.45273,12.11002,3963.17,0.749397,0.509779,56.25,0,28.125,12.5,3.125,0,0
linker108_N_linker58_CH_dmp_relaxed_interp_2,7.83342,9.14595,4901.29,0.772997,0.497434,56,0,28,16,0,0,0
linker108_N_linker58_CH_nfc_relaxed_interp_2,5.05916,9.17384,4683,0.766077,0.51024,56,0,28,16,0,0,0
linker108_N_linker58_CH_qzd_relaxed_interp_2,6.02932,12.05357,5047.56,0.781878,0.453839,56,0,28,16,0,0,0
linker108_N_linker58_CH_tcb_relaxed_interp_2,6.25702,7.44648,1822.06,0.442444,0.780598,56,0,28,16,0,0,0
linker108_N_linker58_CH_ukk_relaxed_interp_3,9.13652,11.26988,3806.91,0.679715,0.537343,56,0,28,16,0,0,0
linker108_N_linker58_CH_uon_relaxed_interp_3,13.5038,14.87231,4232.19,0.763532,0.475739,56,0,28,16,0,0,0
linker108_N_linker58_CH_vba_relaxed_interp_3,9.62607,10.0631,4582.47,0.772723,0.509028,56,0,28,16,0,0,0
linker108_N_linker59_CH_dmp_relaxed_interp_2,7.04823,8.21218,4806.44,0.734843,0.527165,53.571429,0,32.142857,14.285714,0,0,0
linker108_N_linker59_CH_tcb_relaxed_interp_2,6.40109,7.49199,932.988,0.249377,0.809818,53.571429,0,32.142857,14.285714,0,0,0
linker108_N_linker59_CH_ukk_relaxed_interp_2,10.39682,14.74095,4434.76,0.771094,0.378435,53.571429,0,32.142857,14.285714,0,0,0
linker108_N_linker59_CH_ukk_relaxed_interp_3,9.44507,11.0461,3275.04,0.616119,0.567652,53.571429,0,32.142857,14.285714,0,0,0
linker108_N_linker6_CH_tcb_relaxed,6.00514,8.16282,5196.11,0.792558,0.523072,51.612903,0,22.580645,12.903226,12.903226,0,0
linker108_N_linker6_CH_ukk_relaxed_interp_2,7.91676,12.64381,4635.4,0.7943,0.481216,51.612903,0,22.580645,12.903226,12.903226,0,0
linker108_N_linker60_CH_lvt_relaxed_interp_3,11.72946,12.4974,4502.68,0.745044,0.45009,51.612903,0,35.483871,12.903226,0,0,0
linker108_N_linker60_CH_mdf_relaxed,14.37614,15.42769,4437.93,0.77189,0.426749,51.612903,0,35.483871,12.903226,0,0,0
linker108_N_linker61_CH_dmp_relaxed_interp_2,6.08658,9.06419,4683.13,0.7443,0.529555,51.851852,0,29.62963,18.518519,0,0,0
linker108_N_linker61_CH_qtz_relaxed_interp_3,6.93643,7.7091,4056.82,0.731277,0.575471,51.851852,0,29.62963,18.518519,0,0,0
linker108_N_linker61_CH_ukk_relaxed_interp_2,10.31544,14.59775,4414.35,0.782969,0.381678,51.851852,0,29.62963,18.518519,0,0,0
linker108_N_linker61_CH_ukk_relaxed_interp_3,9.49878,10.97458,3376.05,0.636746,0.572517,51.851852,0,29.62963,18.518519,0,0,0
linker108_N_linker62_CH_qtz_relaxed_interp_3,6.55642,7.66236,3835.07,0.726248,0.598393,57.692308,0,23.076923,19.230769,0,0,0
linker108_N_linker62_CH_tcb_relaxed_interp_2,6.31593,7.47517,868.788,0.303176,0.8632,57.692308,0,23.076923,19.230769,0,0,0
linker108_N_linker63_CH_mdf_relaxed,15.0901,15.94929,4365.39,0.793576,0.430006,51.724138,0,31.034483,13.793103,3.448276,0,0
linker108_N_linker64_CH_dmp_relaxed_interp_2,7.15306,8.10202,4503.68,0.748464,0.55699,55.555556,0,25.925926,14.814815,3.703704,0,0
linker108_N_linker65_CH_dmp_relaxed_interp_2,5.69454,6.57334,4249.8,0.728881,0.603222,59.259259,0,18.518519,22.222222,0,0,0
linker108_N_linker65_CH_qtz_relaxed_interp_3,5.67707,7.38167,3393.77,0.682754,0.655415,59.259259,0,18.518519,22.222222,0,0,0
linker108_N_linker69_CH_tcb_relaxed,7.5217,9.47644,6194.51,0.796332,0.457092,53.333333,0,30,13.333333,3.333333,0,0
linker108_N_linker7_CH_mdf_relaxed,12.71184,13.72429,4786.2,0.764331,0.425507,54.545455,0,39.393939,6.060606,0,0,0
linker108_N_linker7_CH_ukk_relaxed_interp_2,9.77152,12.46216,4577.52,0.743319,0.390209,54.545455,0,39.393939,6.060606,0,0,0
linker108_N_linker7_CH_ukk_relaxed_interp_3,7.32278,8.39241,2935.02,0.546822,0.585314,54.545455,0,39.393939,6.060606,0,0,0
linker108_N_linker70_CH_tcb_relaxed,5.28347,7.53173,5719.01,0.754171,0.490164,48.484848,0,33.333333,12.121212,6.060606,0,0
linker108_N_linker70_CH_uon_relaxed_interp_2,9.37382,13.05277,5706.92,0.793515,0.393928,48.484848,0,33.333333,12.121212,6.060606,0,0
linker108_N_linker70_CH_vba_relaxed_interp_2,7.08005,10.4058,5930.59,0.785324,0.421519,48.484848,0,33.333333,12.121212,6.060606,0,0
linker108_N_linker71_CH_mdf_relaxed,15.20956,16.13064,3966.24,0.78193,0.454072,51.724138,0,27.586207,17.241379,3.448276,0,0
linker108_N_linker72_CH_tcb_relaxed,5.91961,7.65209,5039.62,0.784215,0.536359,51.612903,0,22.580645,12.903226,12.903226,0,0
linker108_N_linker72_CH_ukk_relaxed_interp_2,8.89985,12.19237,4107.19,0.797324,0.476556,51.612903,0,22.580645,12.903226,12.903226,0,0
linker108_N_linker72_CH_ukk_relaxed_interp_3,6.28314,7.01783,2220.37,0.62777,0.714833,51.612903,0,22.580645,12.903226,12.903226,0,0
linker108_N_linker74_CH_mdf_relaxed,14.34237,15.41838,3443.8,0.746332,0.484671,51.612903,0,29.032258,12.903226,6.451613,0,0
linker108_N_linker74_CH_tcb_relaxed,7.57896,9.53381,5573.88,0.795691,0.479089,51.612903,0,29.032258,12.903226,6.451613,0,0
linker108_N_linker76_CH_nfc_relaxed_interp_2,4.99342,9.18088,4208.69,0.739102,0.538948,56,0,28,16,0,0,0
linker108_N_linker77_CH_tcb_relaxed_interp_2,6.80015,7.94561,1556.81,0.380469,0.788352,53.571429,0,32.142857,14.285714,0,0,0
linker108_N_linker77_CH_uon_relaxed_interp_3,12.0885,14.49426,4414.49,0.749594,0.492185,53.571429,0,32.142857,14.285714,0,0,0
linker108_N_linker8_CH_tcb_relaxed,5.80791,7.66164,5141.66,0.790322,0.525486,51.612903,0,22.580645,12.903226,12.903226,0,0
linker108_N_linker8_CH_ukk_relaxed_interp_2,10.09844,13.27194,3830.89,0.776812,0.459785,51.612903,0,22.580645,12.903226,12.903226,0,0
linker108_N_linker8_CH_ukk_relaxed_interp_3,6.13523,7.60643,2670.12,0.628668,0.689677,51.612903,0,22.580645,12.903226,12.903226,0,0
linker108_N_linker81_CH_nfc_relaxed_interp_2,5.18122,9.17156,4767.65,0.771954,0.511465,56,0,28,16,0,0,0
linker108_N_linker81_CH_tcb_relaxed_interp_2,7.73373,8.79732,1713.21,0.452145,0.775962,56,0,28,16,0,0,0
linker108_N_linker81_CH_ukk_relaxed_interp_3,10.80077,13.0103,3812.38,0.698113,0.510533,56,0,28,16,0,0,0
linker108_N_linker81_CH_ukk_relaxed_interp_4,10.80077,11.20135,2027.43,0.50787,0.680711,56,0,28,16,0,0,0
linker108_N_linker81_CH_vba_relaxed_interp_3,10.06226,10.87837,4741.79,0.771535,0.504924,56,0,28,16,0,0,0
linker108_N_linker84_CH_dmp_relaxed_interp_2,7.37025,10.07058,4360.96,0.744532,0.52655,51.851852,0,29.62963,18.518519,0,0,0
linker108_N_linker84_CH_tcb_relaxed_interp_2,7.95478,8.88831,1256.47,0.366399,0.817731,51.851852,0,29.62963,18.518519,0,0,0
linker108_N_linker84_CH_ukk_relaxed_interp_3,10.90377,12.14809,3521.44,0.673196,0.566876,51.851852,0,29.62963,18.518519,0,0,0
linker108_N_linker85_CH_mdf_relaxed,14.2279,16.11177,3862.71,0.772581,0.450262,53.333333,0,30,13.333333,3.333333,0,0
linker108_N_linker87_CH_nfc_relaxed_interp_2,5.12803,9.4046,4693.72,0.762143,0.493691,59.259259,0,33.333333,7.407407,0,0,0
linker108_N_linker87_CH_qtz_relaxed_interp_3,7.14049,7.95189,4417.14,0.76065,0.527093,59.259259,0,33.333333,7.407407,0,0,0
linker108_N_linker87_CH_tcb_relaxed_interp_2,6.47502,7.58534,1745.74,0.411852,0.758615,59.259259,0,33.333333,7.407407,0,0,0
linker108_N_linker87_CH_vba_relaxed_interp_3,9.38082,10.29352,4636.19,0.759959,0.493207,59.259259,0,33.333333,7.407407,0,0,0
linker108_N_linker88_CH_tcb_relaxed_interp_2,6.24896,7.39624,1239.33,0.339917,0.856167,55.172414,0,31.034483,6.896552,6.896552,0,0
linker108_N_linker9_CH_mdf_relaxed,15.46018,16.02218,4316.39,0.776617,0.418153,54.545455,0,39.393939,6.060606,0,0,0
linker108_N_linker9_CH_ukk_relaxed_interp_2,10.09068,13.99044,5854.05,0.796914,0.389908,54.545455,0,39.393939,6.060606,0,0,0
linker108_N_linker91_CH_dmf_relaxed,4.44076,5.33605,2979.71,0.697133,0.679515,54.054054,0,24.324324,21.621622,0,0,0
linker108_NH_linker1_CO_dmp_relaxed,10.87067,11.68718,2403.91,0.648426,0.564586,51.612903,0,32.258065,9.677419,6.451613,0,0
linker108_NH_linker10_CO_dmp_relaxed,10.39021,10.99187,1863.1,0.612743,0.704799,48.484848,0,21.212121,12.121212,18.181818,0,0
linker108_NH_linker102_CO_pts_relaxed,7.379,8.26783,4378.66,0.754906,0.54628,58.024691,0,32.098765,4.938272,4.938272,0,0
linker108_NH_linker105_CO_pts_relaxed,10.29336,11.59321,2517.59,0.773519,0.60496,55.172414,0,27.586207,6.896552,10.344828,0,0
linker108_NH_linker11_CH2_lvt_relaxed_interp_2,10.00427,16.68756,4917.32,0.793875,0.363015,41.025641,0,43.589744,15.384615,0,0,0
linker108_NH_linker11_CH2_lvt_relaxed_interp_3,9.09572,10.47327,3527.79,0.662133,0.544523,41.025641,0,43.589744,15.384615,0,0,0
linker108_NH_linker12_CH2_dmp_relaxed,10.28528,10.95976,2480.94,0.639516,0.610837,45.714286,0,37.142857,5.714286,11.428571,0,0
linker108_NH_linker13_CO_lvt_relaxed_interp_2,8.76857,14.99431,4904.2,0.797833,0.428954,51.282051,0,33.333333,5.128205,10.25641,0,0
linker108_NH_linker21_CH2_lvt_relaxed_interp_3,10.18803,15.26347,6900.87,0.790391,0.329471,49.056604,0,47.169811,3.773585,0,0,0
linker108_NH_linker27_CO_lvt_relaxed_interp_4,13.70679,14.91627,3666.62,0.747145,0.484559,53.333333,0,31.111111,6.666667,8.888889,0,0
linker108_NH_linker3_CO_dmp_relaxed,10.78069,11.63494,2390.96,0.649056,0.560755,53.125,0,34.375,6.25,6.25,0,0
linker108_NH_linker30_CH2_lvt_relaxed_interp_4,13.30359,15.77537,5069.96,0.794219,0.377277,51.282051,0,38.461538,10.25641,0,0,0
linker108_NH_linker32_CO_lvt_relaxed_interp_4,11.11514,13.74505,4865.26,0.779916,0.4452,48.780488,0,31.707317,14.634146,4.878049,0,0
linker108_NH_linker39_CH2_lvt_relaxed_interp_4,13.78702,15.20758,4564.19,0.798473,0.416016,51.282051,0,33.333333,15.384615,0,0,0
linker108_NH_linker39_CO_qtz_relaxed_interp_3,19.11842,19.93131,2301.71,0.674585,0.59622,54.054054,0,24.324324,16.216216,5.405405,0,0
linker108_NH_linker42_CO_lvt_relaxed_interp_3,10.03412,10.98342,2764.08,0.714931,0.642566,54.545455,0,21.212121,12.121212,12.121212,0,0
linker108_NH_linker45_CH2_dmp_relaxed,10.67007,11.52414,2304.28,0.604106,0.589828,51.428571,0,37.142857,11.428571,0,0,0
linker108_NH_linker48_CO_lvt_relaxed_interp_2,9.85192,12.21713,5331.99,0.798873,0.430013,51.282051,0,33.333333,10.25641,5.128205,0,0
linker108_NH_linker50_CH2_lvt_relaxed_interp_2,7.95032,11.7972,5406.11,0.770585,0.403058,47.5,0,40,12.5,0,0,0
linker108_NH_linker50_CO_lvt_relaxed_interp_2,8.07278,11.78169,5066.31,0.781971,0.431769,50,0,31.578947,13.157895,5.263158,0,0
linker108_NH_linker58_CH2_dia_relaxed_interp_2,9.26178,10.22059,4886.63,0.754392,0.424648,48.275862,0,37.931034,13.793103,0,0,0
linker108_NH_linker58_CH2_lvt_relaxed_interp_3,9.91535,12.68847,4323.91,0.757687,0.457956,48.275862,0,37.931034,13.793103,0,0,0
linker108_NH_linker58_CO_dmp_relaxed,10.69297,11.6845,2652.73,0.680132,0.548735,51.851852,0,25.925926,14.814815,7.407407,0,0
linker108_NH_linker58_CO_lvt_relaxed_interp_3,10.26659,13.33709,3794.81,0.767992,0.504356,51.851852,0,25.925926,14.814815,7.407407,0,0
linker108_NH_linker6_CH2_lvt_relaxed_interp_2,9.46457,16.07035,4492.23,0.782703,0.404248,45.714286,0,31.428571,11.428571,11.428571,0,0
linker108_NH_linker61_CO_dmp_relaxed,10.50275,11.41331,2508.41,0.688196,0.579847,48.275862,0,27.586207,17.241379,6.896552,0,0
linker108_NH_linker64_CO_dmp_relaxed,10.78063,11.78097,2308.42,0.684662,0.607375,51.724138,0,24.137931,13.793103,10.344828,0,0
linker108_NH_linker64_CO_lvt_relaxed_interp_3,10.36554,11.61487,3584.83,0.740908,0.559029,51.724138,0,24.137931,13.793103,10.344828,0,0
linker108_NH_linker67_CO_dmp_relaxed,10.76073,11.59623,2143.86,0.668256,0.641375,50,0,23.333333,13.333333,13.333333,0,0
linker108_NH_linker67_CO_lvt_relaxed_interp_3,10.35895,11.63441,3275.6,0.720201,0.590081,50,0,23.333333,13.333333,13.333333,0,0
linker108_NH_linker7_CO_lvt_relaxed_interp_3,9.45124,10.45572,3779.21,0.708821,0.540191,51.428571,0,37.142857,5.714286,5.714286,0,0
linker108_NH_linker70_CO_lvt_relaxed_interp_2,9.44167,16.36121,4607.2,0.768309,0.417271,45.714286,0,31.428571,11.428571,11.428571,0,0
linker108_NH_linker70_CO_qtz_relaxed,11.24052,11.62704,5460.93,0.786072,0.456818,45.714286,0,31.428571,11.428571,11.428571,0,0
linker108_NH_linker74_CH2_lvt_relaxed_interp_2,9.72547,12.45243,5615.59,0.798354,0.381944,45.714286,0,37.142857,11.428571,5.714286,0,0
linker108_NH_linker75_CO_qtz_relaxed,13.58775,14.52748,4509.54,0.76428,0.481473,47.222222,0,30.555556,11.111111,11.111111,0,0
linker108_NH_linker76_CH2_lvt_relaxed_interp_3,10.53691,12.14758,4810.83,0.753812,0.457315,48.275862,0,37.931034,13.793103,0,0,0
linker108_NH_linker76_CO_lvt_relaxed_interp_3,10.09923,13.05602,3727.13,0.757186,0.504686,51.851852,0,25.925926,14.814815,7.407407,0,0
linker108_NH_linker79_CO_qtz_relaxed,14.75573,15.57536,4871.96,0.778354,0.437768,50,0,32.352941,11.764706,5.882353,0,0
linker108_NH_linker8_CH2_lvt_relaxed_interp_2,9.81755,16.16162,4245.03,0.771916,0.412532,45.714286,0,31.428571,11.428571,11.428571,0,0
linker108_NH_linker8_CH2_lvt_relaxed_interp_3,9.81755,10.98491,2441.37,0.59541,0.618798,45.714286,0,31.428571,11.428571,11.428571,0,0
linker108_NH_linker8_CO_lvt_relaxed_interp_2,9.94534,17.26282,3695.87,0.782766,0.443163,48.484848,0,21.212121,12.121212,18.181818,0,0
linker108_NH_linker8_CO_lvt_relaxed_interp_3,9.94497,11.67961,2681.79,0.651768,0.664744,48.484848,0,21.212121,12.121212,18.181818,0,0
linker108_NH_linker80_CO_dmp_relaxed,8.83383,10.95239,5385.05,0.797473,0.40486,45,0,37.5,10,7.5,0,0
linker108_NH_linker80_CO_lvt_relaxed_interp_2,8.82386,13.13325,5314.56,0.766587,0.428625,45,0,37.5,10,7.5,0,0
linker108_NH_linker81_CH2_qtz_relaxed_interp_2,12.92945,13.99017,4083.39,0.742794,0.424713,48.275862,0,37.931034,13.793103,0,0,0
linker108_NH_linker81_CO_lvt_relaxed_interp_3,10.15479,12.118,4157.31,0.770363,0.504822,51.851852,0,25.925926,14.814815,7.407407,0,0
linker108_NH_linker83_CH2_lvt_relaxed_interp_3,6.23983,9.2131,4323.55,0.717053,0.550441,51.428571,0,37.142857,11.428571,0,0,0
linker108_NH_linker87_CH2_dia_relaxed_interp_2,8.40128,10.72351,5037.06,0.760717,0.410548,51.612903,0,41.935484,6.451613,0,0,0
linker108_NH_linker87_CO_dmp_relaxed,11.07277,11.97118,2497.84,0.656959,0.535335,55.172414,0,31.034483,6.896552,6.896552,0,0
linker108_NH_linker88_CO_lvt_relaxed_interp_3,9.96035,10.8245,3677.79,0.74172,0.553011,51.612903,0,29.032258,6.451613,12.903226,0,0
linker108_NH_linker89_CO_lvt_relaxed_interp_4,13.12271,14.22566,4292.76,0.780103,0.431558,55.813953,0,34.883721,4.651163,4.651163,0,0
linker108_NH_linker91_CO_tbo_relaxed_interp_2,5.76222,9.46261,2916.13,0.712595,0.708147,52.173913,0,21.73913,17.391304,8.695652,0,0
linker108_NH_linker95_CO_jea_relaxed_interp_3,9.5188,11.95828,4646.83,0.747092,0.469627,56.321839,0,35.632184,4.597701,3.448276,0,0
linker108_NH_linker99_CH2_pts_relaxed,9.03551,10.42393,3731.03,0.714365,0.523092,53.333333,0,40,6.666667,0,0,0
linker108_NH_linker99_CO_pts_relaxed,10.28736,11.793,2938.42,0.796058,0.55475,57.142857,0,28.571429,7.142857,7.142857,0,0
linker109_C_linker1_C_cds_relaxed,6.60436,8.45094,6057.16,0.747887,0.462873,56.923077,0,40,3.076923,0,0,0
linker109_C_linker1_C_dia_relaxed_interp_2,10.41377,13.92829,5367.12,0.79428,0.35393,56.923077,0,40,3.076923,0,0,0
linker109_C_linker1_C_dia_relaxed_interp_3,7.19112,9.47321,3822.82,0.657054,0.530895,56.923077,0,40,3.076923,0,0,0
linker109_C_linker1_C_qzd_relaxed,6.9807,8.29945,4019.63,0.672118,0.536925,56.923077,0,40,3.076923,0,0,0
linker109_C_linker1_C_sql_relaxed,7.70403,8.95779,3016.23,0.569727,0.554731,56.923077,0,40,3.076923,0,0,0
linker109_C_linker10_C_cdl_relaxed,7.271,9.00696,3460.46,0.670425,0.607804,53.623188,0,28.985507,5.797101,11.594203,0,0
linker109_C_linker10_C_dia_relaxed_interp_2,9.22895,12.31663,4568.32,0.756109,0.463476,53.623188,0,28.985507,5.797101,11.594203,0,0
linker109_C_linker10_C_qtz_relaxed_interp_2,12.36318,13.08084,2730.39,0.639492,0.555042,53.623188,0,28.985507,5.797101,11.594203,0,0
linker109_C_linker10_C_sql_relaxed,7.36268,8.12872,1939.31,0.52652,0.727052,53.623188,0,28.985507,5.797101,11.594203,0,0
linker109_C_linker100_C_pth_relaxed,8.34679,9.22738,4574.86,0.756208,0.462906,60.655738,0,36.065574,0,3.278689,0,0
linker109_C_linker100_C_pts_relaxed,10.62469,11.6293,4502.47,0.79123,0.403727,60.655738,0,36.065574,0,3.278689,0,0
linker109_C_linker101_C_pth_relaxed,7.11564,8.32679,4735.04,0.748385,0.479558,58.730159,0,38.095238,3.174603,0,0,0
linker109_C_linker101_C_pts_relaxed,10.49458,11.44847,4529.02,0.775437,0.408068,58.730159,0,38.095238,3.174603,0,0,0
linker109_C_linker102_C_bbb_relaxed,8.18752,12.50038,3722.94,0.676499,0.518283,62.204724,0,37.795276,0,0,0,0
linker109_C_linker102_C_pts_relaxed,7.91351,11.00099,5353.6,0.775105,0.42341,61.904762,0,38.095238,0,0,0,0
linker109_C_linker104_C_pth_relaxed,7.35375,8.57045,4449.5,0.735778,0.503161,58.730159,0,34.920635,0,6.349206,0,0
linker109_C_linker104_C_pts_relaxed,7.89984,9.81914,4404.64,0.77862,0.489781,58.730159,0,34.920635,0,6.349206,0,0
linker109_C_linker105_C_asv_relaxed_interp_2,6.6382,9.55382,3193.17,0.648967,0.589181,60.869565,0,38.043478,0,1.086957,0,0
linker109_C_linker109_C_npo_relaxed_interp_2,9.29312,11.32756,3816.99,0.717504,0.469284,60.97561,0,39.02439,0,0,0,0
linker109_C_linker11_C_cds_relaxed,6.24493,7.87842,4316.28,0.673105,0.54359,48.051948,0,41.558442,10.38961,0,0,0
linker109_C_linker11_C_dia_relaxed_interp_2,9.54454,12.23616,5174.44,0.738166,0.418697,48.051948,0,41.558442,10.38961,0,0,0
linker109_C_linker11_C_qzd_relaxed,6.85511,7.51325,3104,0.59984,0.630566,48.051948,0,41.558442,10.38961,0,0,0
linker109_C_linker11_C_sra_relaxed_interp_2,14.88665,15.89159,4739.21,0.75855,0.373752,48.051948,0,41.558442,10.38961,0,0,0
linker109_C_linker12_C_cdl_relaxed,7.4013,8.61133,4207.47,0.688353,0.557216,53.623188,0,34.782609,0,11.594203,0,0
linker109_C_linker12_C_cds_relaxed,6.02335,7.9935,4332.95,0.692181,0.55798,53.623188,0,34.782609,0,11.594203,0,0
linker109_C_linker12_C_dia_relaxed_interp_2,9.49379,13.65714,4647.22,0.770379,0.425679,53.623188,0,34.782609,0,11.594203,0,0
linker109_C_linker12_C_dia_relaxed_interp_3,5.7852,6.8552,3213.63,0.628847,0.638519,53.623188,0,34.782609,0,11.594203,0,0
linker109_C_linker12_C_qzd_relaxed,6.75214,7.28015,3185.96,0.621808,0.647675,53.623188,0,34.782609,0,11.594203,0,0
linker109_C_linker12_C_sql_relaxed,7.67547,8.61411,2167.88,0.508563,0.667915,53.623188,0,34.782609,0,11.594203,0,0
linker109_C_linker13_C_cdl_relaxed,7.59418,9.05185,3958.45,0.616689,0.536923,52.941176,0,47.058824,0,0,0,0
linker109_C_linker13_C_cds_relaxed,5.86783,7.77401,3985.75,0.616381,0.536921,52.941176,0,47.058824,0,0,0,0
linker109_C_linker13_C_dia_relaxed_interp_2,9.30008,10.64413,4825.03,0.684192,0.412807,52.941176,0,47.058824,0,0,0,0
linker109_C_linker13_C_npo_relaxed_interp_2,12.19739,18.45121,5528.74,0.795999,0.299906,52.941176,0,47.058824,0,0,0,0
linker109_C_linker13_C_sql_relaxed,7.76604,8.68608,2068.15,0.468246,0.639426,52.941176,0,47.058824,0,0,0,0
linker109_C_linker13_C_sra_relaxed_interp_2,10.28268,15.07302,5123.07,0.726084,0.368457,52.941176,0,47.058824,0,0,0,0
linker109_C_linker14_C_sql_relaxed,9.16687,10.40932,4318.92,0.650612,0.457794,54.639175,0,41.237113,0,4.123711,0,0
linker109_C_linker15_C_sql_relaxed,10.21083,11.40162,5320.61,0.721334,0.401451,57.647059,0,40,2.352941,0,0,0
linker109_C_linker16_C_sql_relaxed,10.12526,10.83826,5204.25,0.702105,0.420378,55.05618,0,40.449438,4.494382,0,0,0
linker109_C_linker19_C_sql_relaxed,10.52199,11.81926,5521.02,0.757707,0.381089,60.493827,0,39.506173,0,0,0,0
linker109_C_linker2_C_cdl_relaxed,6.66392,8.23256,5781.3,0.754192,0.46981,58.730159,0,38.095238,0,3.174603,0,0
linker109_C_linker2_C_cds_relaxed,6.52402,7.99192,5792.51,0.748052,0.468768,58.730159,0,38.095238,0,3.174603,0,0
linker109_C_linker2_C_dia_relaxed_interp_3,7.09462,9.55837,3796.7,0.677294,0.533143,58.730159,0,38.095238,0,3.174603,0,0
linker109_C_linker2_C_qzd_relaxed,6.81551,8.15703,3976.37,0.67564,0.544842,58.730159,0,38.095238,0,3.174603,0,0
linker109_C_linker2_C_sql_relaxed,7.67729,9.0042,3126.8,0.575808,0.560897,58.730159,0,38.095238,0,3.174603,0,0
linker109_C_linker20_C_sql_relaxed,10.18457,10.78777,5067.99,0.681755,0.418121,56.989247,0,43.010753,0,0,0,0
linker109_C_linker21_C_qzd_relaxed,10.09893,11.01646,6972.91,0.792044,0.319207,54.285714,0,45.714286,0,0,0,0
linker109_C_linker21_C_sql_relaxed,8.5269,9.42834,4480.79,0.619011,0.452372,54.285714,0,45.714286,0,0,0,0
linker109_C_linker22_C_sql_relaxed,9.07103,11.18964,5058.87,0.70827,0.439332,57.647059,0,35.294118,2.352941,4.705882,0,0
linker109_C_linker23_C_sql_relaxed,9.08612,10.16606,4157.89,0.676831,0.496531,55.05618,0,31.460674,4.494382,8.988764,0,0
linker109_C_linker24_C_sql_relaxed,8.8337,10.0377,4098.26,0.671066,0.495137,55.05618,0,31.460674,4.494382,8.988764,0,0
linker109_C_linker26_C_qzd_relaxed,9.29923,10.65414,5158.91,0.78913,0.427293,50.515464,0,24.742268,8.247423,16.494845,0,0
linker109_C_linker26_C_sql_relaxed,7.1688,8.71435,3184.12,0.611693,0.606935,50.515464,0,24.742268,8.247423,16.494845,0,0
linker109_C_linker27_C_sql_relaxed,11.11487,11.67152,3850.93,0.681233,0.466005,56.989247,0,36.55914,2.150538,4.301075,0,0
linker109_C_linker28_C_sql_relaxed,10.29977,11.40838,4593,0.710158,0.434849,57.647059,0,35.294118,2.352941,4.705882,0,0
linker109_C_linker3_C_cdl_relaxed,7.071,9.40022,5600.51,0.726817,0.465979,58.208955,0,41.791045,0,0,0,0
linker109_C_linker3_C_cds_relaxed,6.53771,8.37728,5992.13,0.731143,0.464971,58.208955,0,41.791045,0,0,0,0
linker109_C_linker3_C_dia_relaxed_interp_2,9.62324,12.47732,6291.33,0.797057,0.35378,58.208955,0,41.791045,0,0,0,0
linker109_C_linker3_C_qzd_relaxed,6.87059,8.04215,3943.26,0.663934,0.539791,58.208955,0,41.791045,0,0,0,0
linker109_C_linker3_C_sql_relaxed,7.67335,8.88196,2915,0.554487,0.556217,58.208955,0,41.791045,0,0,0,0
linker109_C_linker30_C_sql_relaxed,13.08242,13.69347,4949.62,0.737943,0.383412,58.441558,0,36.363636,5.194805,0,0,0
linker109_C_linker31_C_sql_relaxed,10.2292,10.79303,5028.5,0.710385,0.420196,55.05618,0,40.449438,4.494382,0,0,0
linker109_C_linker32_C_sql_relaxed,10.26603,10.98628,5182.1,0.72927,0.422459,52.941176,0,37.647059,9.411765,0,0,0
linker109_C_linker33_C_sql_relaxed,13.00762,13.42784,3437.59,0.686145,0.451654,56.989247,0,38.709677,4.301075,0,0,0
linker109_C_linker34_C_sql_relaxed,9.10621,10.11504,4096.98,0.681796,0.500872,55.05618,0,31.460674,4.494382,8.988764,0,0
linker109_C_linker35_C_sql_relaxed,13.00376,13.4304,4102.06,0.730665,0.416551,60.493827,0,34.567901,4.938272,0,0,0
linker109_C_linker36_C_sql_relaxed,13.00451,13.42744,3769.23,0.708262,0.434251,58.62069,0,36.781609,4.597701,0,0,0
linker109_C_linker37_C_sql_relaxed,9.14592,10.61346,3970.46,0.68632,0.503182,52.941176,0,28.235294,9.411765,9.411765,0,0
linker109_C_linker38_C_sql_relaxed,12.95065,13.17518,3418.05,0.697846,0.457974,57.647059,0,32.941176,4.705882,4.705882,0,0
linker109_C_linker39_C_sql_relaxed,12.97638,13.57841,4425.15,0.741709,0.420597,58.441558,0,31.168831,10.38961,0,0,0
linker109_C_linker4_C_cdl_relaxed,7.09211,9.13255,5066.29,0.728306,0.522621,56.923077,0,33.846154,3.076923,6.153846,0,0
linker109_C_linker4_C_cds_relaxed,6.29373,7.5881,4979.33,0.734663,0.523819,56.923077,0,33.846154,3.076923,6.153846,0,0
